Call Number;Digitized by;Annotations 1: Named entities, dates, layout;Normalized date attributes (yyyy-mm-dd);Annotations 2: Sources of information;Annotations 3: Attribution;Place topic;Author;Short title;Full Provenance
1817_Antw_Stra_02;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 2. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron02_01/.
1817_Antw_Stra_03;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 3. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron03_01/.
1817_Antw_Stra_04;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 4. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron04_01/.
1817_Antw_Stra_05;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 5. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron05_01/.
1817_Antw_Stra_06;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 6. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron06_01/.
1817_Antw_Stra_07;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 7. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron07_01/.
1817_Antw_Stra_08;DBNL;No;No;No;;Antwerpen;Straelen, Jan Baptist  van der, en Jan Frans  van der Straelen, ;De kronijk van Antwerpen;Straelen, Jan Frans van der, and Joannes-Baptista Van der Straelen. De kronijk van Antwerpen. Edited by A. van Berendoncks, J Rylant, and R.J. Leenaerts. Vol. 8. 8 vols. Antwerpen: Maatschappij “Voor God en 't Volk” [etc.], 1929. https://www.dbnl.org/tekst/stra131kron08_01/.
1818_Broe_Bakk;Volunteers;Yes;Yes;Yes;;Broek in Waterland;Bakker, Symon Petrus;Kroniek van Broek in Waterland over de jaren 1282-1818;Bakker, Symon. “Kroniek van Broek in Waterland over de Jaren 1282-1818, Samengesteld Door Symon Bakker, 19e Eeuw.” Broek in Waterland, 1818. 176  Losse Aanwinsten (verkregen tot 1984) van het Noord-Hollands Archief te Haarlem, 14.1.3.2, Inventarisnummer: 1534. Noord Hollands Archief Haarlem. https://noord-hollandsarchief.nl/bronnen/archieven?mivast=236&mizig=210&miadt=236&micode=176&milang=nl&miview=inv2#inv3t2.
1818_Nijm_Beto;DBNL;Yes;Yes;No;;Nijmegen;Betouw, Johannes  in de;Vervolg der Kronijk van Nijmegen, tot den jare 1818;Betouw, Johannes in de. Vervolg der Kronijk van Nijmegen, tot den jare 1818. Edited by C.J. van (Nijmegen) Goor en zoon. Nijmegen: C.J. van Goor & zoon, 1818. https://dbnl.nl/tekst/beto001verv01_01/.
1819_Binn_Kars;Volunteers;Yes;Yes;No;;Binnenwijzend;Karsten, Jan Janszoon;"Dagboek van Jan Jansz. Karsten te Binnenwijzend; met enige aanvullingen van een van zijn kinderen, 1783-1819";"Karsten, Jan Jansz. “Dagboek van Jan Jansz. Karsten Te Binnenwijzend; Met Enige Aanvullingen van Een van Zijn Kinderen, 1783-1819.” 1. Binnenwijzend (Drechterland NH), 1819. Collectie handschriften en losse archivalia, nummer toegang 0216, inventarisnummer 787. West-Fries Archief."
1819_Roer_Loos;DBNL;No;No;No;;Roermond;Loosen,  Maria Helena van;Kronijkje van Jufvrouw van Elsacker. 1769-1819;Elsacker, [Jufvrou van]. “Kronijkje van Jufvrouw van Elsacker. 1769-1819.” Edited by Jos Habets. Publications de La Société Archéologique de Limbourg 5 (1868): 276–85.
1820_Rhen_Vree;DBNL;Yes;Yes;No;;Rhenoy;Vree, Johannes Josephus  van;Kroniek uit de Lingestreek (1800-1820) Uitgegeven door L.P.W. de Graaff en H.L.Ph. Leeuwenberg;Vree, Johannes Josephus van. “Kroniek Uit de Lingestreek (1800-1820) Uitgegeven Door L.P.W. de Graaff En H.L.Ph. Leeuwenberg.” Edited by L.P.W. Graaff and H.L.Ph. Leeuwenberg. Nederlandse Historische Bronnen 10 (1992): 163–94.
1820_Zier_Groe;DBNL;No;No;No;;Zierikzee;Groeneijk, Olivier;Kronijk van Zierikzee, ten vervolge op die van J. de Kanter Phil.z;Groeneyk, Olivier. Kronijk van Zierikzee, ten vervolge op die van J. de Kanter Phil.z. Zierikzee: Koole, 1821. https://books.google.nl/books?id=NN0TAAAAYAAJ&pg=PP13&lpg=PP13&dq=kronijk+van+zierikzee&source=bl&ots=80y5y5XMn_&sig=VYKrA-mQC-UFyh9KMRjSs6cTMZQ&hl=nl&sa=X&ved=0ahUKEwi3vajzo8nSAhWFtRoKHWTzB_gQ6AEIKDAD#v=onepage&q=kronijk%20van%20zierikzee&f=false.
1821_Brus_Goet_01;Volunteers;Yes;Yes;Yes;;Brussel;Anoniem;"Extraordinaire geschiedenissen voorgevallen in ons Nederland; nae de aflegvigheyd van onse doorluchtige keyserinne maria-Theresia. ";"Goetval/ anoniem. ‘Extraordinaire geschiedenissen voorgevallen in ons Nederland; nae de aflegvigheyd van onse doorluchtige keyserinne maria-Theresia. Deux copies. 2. Wondere geschiedenissen voorgevallen in dese stad Brussel ten teyde van de fransche republicq’. Brussel, 1805. KB Brussel. https://opac.kbr.be/LIBRARY/doc/SYRACUSE/10729842."
1821_Brus_Goet_02;Volunteers;No;No;No;;Brussel;Goetval,;Vervolg der chronyken voorgevallen binnen dese stad Brussel ten teyde der fransche republicq.;Goetval/ anoniem. ‘Vervolg der chronyken voorgevallen binnen dese stad Brussel ten teyde der fransche republicq. 2. Chronycken der principaelste geschiedenissen voorgevallen binnen dese stad Brussel naer de dood van Maria Theresia, 1812. 3. Chronycken der principaelste geschiedenissen voorgevallen binnen dese stad Brussel. Vervolg van het jaer 1813.’ Brussel, 1815. KB Brussel. https://opac.kbr.be/LIBRARY/doc/SYRACUSE/10729844.
1821_Brus_Goet_03;Volunteers;No;No;No;;Brussel;Goetval,;Chronyke der principaelste geschiedenissen voorgevallen binnen dese stad Brussel, 1815. ;Goetval/ anoniem. ‘Chronyke der principaelste geschiedenissen voorgevallen binnen dese stad Brussel, 1815. 2. Vervolg der chronyken binnen dese stad Brussel voorgevallen in den jaere 1816 en 1817. 3. Vervolg der chronyken, 1818-1821.’ Brussel, 1821. KB Brussel. https://opac.kbr.be/LIBRARY/doc/SYRACUSE/10729846.
1823_Zaan_Groo;Volunteers;Yes;Yes;Yes;;Zaandam;Groot, Simon Jacobszoon;Dagboek van Simon Jacobszn Groot getiteld Aantekeningsboekje bevattende eenige merkwaardige voorvallen bijzonder in en omtrent de bannen van Westzaan;Groot, Simon Jacobszn. “Dagboek van Simon Jacobszn Groot Getiteld Aantekeningsboekje Bevattende Eenige Merkwaardige Voorvallen Bijzonder in En Omtrent de Bannen van Westzaan Alsmeeden Aantekeninge van Boovenmate Koude En Hitte Beginnende Met Het Jaar 1809 Door Simon Jacobsz Groot Te Westzaan, 1809-1810. Met Kasboek Betreffende Zijn Zaken in de Periode 1822-1823.” 1. Westzaan, 1823. Collectie familie Groot (PA-0514), inv. nr. 2. GA Zaanstad. https://archief.zaanstad.nl/archieven/zoek-in-de-archieven?mivast=137&mizig=210&miadt=137&miaet=1&micode=PA-0514&minr=4311815&miview=inv2.
1825_Brug_Verb;DBNL;No;No;No;;Brugge;Verbrugge, Jan Karel;Gedenkweerdige aenteeckeningen van Jan Karel Verbrugge;Verbrugge, Jan Karel. Gedenkweerdige aenteeckeningen van Jan Karel Verbrugge. Edited by Albert Schouteet. Bronnen en bijdragen tot de Vlaamse geschiedvorsing 3. Brugge: Fockenier, 1958. https://www.dbnl.org/titels/titel.php?id=verb278gede02.
1825_Oude_Rant_01;DBNL;No;No;No;;Oudenaarde;Rantere, Bartolomeus  de;Geschiedenis van Oudenaarde van 1701 tot 1786;Rantere, Bartolomeus de. Geschiedenis van Oudenaarde van 1701 tot 1786. Onder redactie van Marc de Smet. Oudenaarde: [Oudenaarde : Drukk. Sanderus], 1985.
1825_Oude_Rant_02;DBNL;No;No;No;;Oudenaarde;Rantere, Bartolomeus  de;Het dagboek van Bartolomeus de Rantere: beschrijving van al het merkweerdigste dat er voorgevallen is in de stad en casselrije van Audenaerde 1785-1825 ;Rantere, Bartolomeus de. Het dagboek van Bartolomeus de Rantere: beschrijving van al het merkweerdigste dat er voorgevallen is in de stad en casselrije van Audenaerde zedert het jaer zeventhien hondert zevenentachentig tot het jaer achthien hondert vijfentwintig. Onder redactie van Marc de Smet. Vol. 1. 2 vols. [Oudenaarde : Drukk. Sanderus], 1973.
1826_Amel_Sorg;DBNL;No;No;No;;Ameland;Sorgdrager, Cornelis Pieter;Memorij: het dagboek van Cornelis Pieter Sorgdrager;Sorgdrager, Cornelis Pieter. Memorij: Het Dagboek van Cornelis Pieter Sorgdrager. Edited by W.J. Maas and P.B. Schuringa. Hollum: Maas], 1982.
1826_Hoor_Voor_01;Volunteers;No;No;No;;Hoorn;Voorst, Klaas van;Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 1).;Voorst, Klaas, van. ‘Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 1).’ Hoorn, 1826. 0216, inv. no. 181. West-Fries Archief. https://hdl.handle.net/21.12114/4E1CF18AEEE444409B538B5E4B022F4E.
1826_Hoor_Voor_02;Volunteers;No;No;No;;Hoorn;Voorst, Klaas van;Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 2).;Voorst, Klaas, van. ‘Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 2).’ Hoorn, 1826. 0216, inv. no. 182. West-Fries Archief.
1826_Hoor_Voor_03;Volunteers;No;No;No;;Hoorn;Voorst, Klaas van;Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 3).;Voorst, Klaas, van. ‘Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 3).’ Hoorn, 1826. 0216, inv. no. 183. West-Fries Archief.
1826_Hoor_Voor_04;Volunteers;No;No;No;;Hoorn;Voorst, Klaas van;Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 4).;Voorst, Klaas, van. ‘Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 4).’ Hoorn, 1826. 0216, inv. no. 184. West-Fries Archief.
1826_Hoor_Voor_05;Volunteers;No;No;No;;Hoorn;Voorst, Klaas van;Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 5).;Voorst, Klaas, van. ‘Vervolg op de chronyk van Hoorn door Klaas van Voorst, 1629-1826 (vol. 5).’ Hoorn, 1826. 0216, inv. no. 185. West-Fries Archief.
1826_Snee_Napj_01;DBNL;No;No;No;;Sneek;Napjus, Eelko;Geschiedkundige kronijk en beschrijving van de stad Sneek;Napjus, Eelco. Geschiedkundige kronijk en beschrijving van de stad Sneek. Edited by F.W. van Breest Smallenburg. Te Sneek: bij F.W.v.B. Smallenburg, 1826. https://www.dbnl.org/tekst/napj001gesc01_01/napj001gesc01_01_0006.php.
1826_Snee_Napj_02;DBNL;Yes;Yes;No;;Sneek;Napjus, Eelko;Korte Kronijk, of Aanhangsel, tot de Geschiedkundige Kronijk van de stad Sneek.;Napjus, Eelco. Korte Kronijk, of Aanhangsel, tot de Geschiedkundige Kronijk van de stad Sneek. Onder redactie van F.W. van Breest Smallenburg. Sneek: F.W.v.B. Smallenburg, 1826. https://www.dbnl.org/tekst/napj001gesc01_01/napj001gesc01_01_0043.php.
1829_Leuv_Hous;DBNL;No;No;No;;Leuven;Hous, Jan Baptist;Leuvense kroniek (1780-1829);Hous, J.B. Leuvense kroniek (1780-1829). Edited by J. Kempeneer. Heverlee: Abdij van Park, 1964.
1830_Tilb_Leli;Volunteers;Yes;Yes;No;;Tilburg;Lelie, Laurens  de;Cronijkje van eenige zaken die zedert en in het jaar 1774 te Tilburg en daaromstrent zijn voorgevallen tot den 18 julij 1830;Lelie, Laurens de. “Cronijkje van Eenige Zaken Die Zedert En in Het Jaar 1774 Te Tilburg En Daaromstrent Zijn Voorgevallen Tot Den 18 Julij 1830.” Tilburg, 1830. HS C128. UB Tilburg.
1831_Roer_Beri;DBNL;No;No;No;;Roermond;Beringen, Sebastiaan  van;Kronijke der Stad Roermond beginnende met de komst van keizer Joseph II en eindigende met de troonsbeklimming van Leopold I, koning der Belgen (1781-1831);Beringen, Sebastiaan van. ‘Kronijke der Stad Roermond beginnende met de komst van keizer Joseph II en eindigende met de troonsbeklimming van Leopold I, koning der Belgen (1781-1831)’. Onder redactie van J. Habets. Publications de la société historique et archéologique dans le Limbourg 2 (1865): 370-416.
1835_Gent_Call_01;Volunteers;Yes;Yes;Part;;Gent;Callion, Edouard;Gentsche kronijke : 1525-1835 / 1780-1789.;Callion, Edouard. “Gentsche Kronijke : 1525-1835 / Door Edou. Callion. 1780-1789.” Gent, 1789. Boekentoren, BIB.G.014248  v.01. UB Gent. https://lib.ugent.be/nl/catalog/rug01:000765646?i=67&q=kroniek&type=manuscript.
1835_Gent_Call_02;Volunteers;Yes;No;No;;Gent;Callion, Edouard;Gentsche kronijke : 1525-1835 / 1801-1808.;Callion, Edouard. “Gentsche Kronijke : 1525-1835 / Door Edou. Callion. 1801-1808.” Gent, 1808. Boekentoren, BIB.G.014248  v.01. UB Gent. https://lib.ugent.be/nl/catalog/rug01:000765646?i=67&q=kroniek&type=manuscript.
1835_Gent_Call_03;Volunteers;Yes;Yes;No;;Gent;Callion, Edouard;Gentsche kronijke : 1525-1835 / 1809-1814;Callion, Edouard. “Gentsche Kronijke : 1525-1835 / Door Edou. Callion. 1809-1814.” Gent, 1814. Boekentoren, BIB.G.014248  v.01. UB Gent. https://lib.ugent.be/nl/catalog/rug01:000765646?i=67&q=kroniek&type=manuscript.
1835_Gent_Call_04;Volunteers;Yes;Yes;No;;Gent;Callion, Edouard;Gentsche kronijke : 1525-1835 / 1815-1817.;Callion, Edouard. “Gentsche Kronijke : 1525-1835 / Door Edou. Callion. 1815-1817.” Gent, 1817. Boekentoren, BIB.G.014248  v.01. UB Gent. https://lib.ugent.be/nl/catalog/rug01:000765646?i=67&q=kroniek&type=manuscript.
1835_Gent_Call_05;Volunteers;Yes;Yes;No;;Gent;Callion, Edouard;Gentsche kronijke : 1525-1835 / 1822-1831.;Callion, Edouard. “Gentsche Kronijke : 1525-1835 / Door Edou. Callion. 1822-1831.” Gent, 1831. Boekentoren, BIB.G.014248  v.01. UB Gent. https://lib.ugent.be/nl/catalog/rug01:000765646?i=67&q=kroniek&type=manuscript.
1835_Gent_Call_06;Volunteers;Yes;Yes;No;;Gent;Callion, Edouard;Gentsche kronijke : 1525-1835 / 1832-1835.;Callion, Edouard. “Gentsche Kronijke : 1525-1835 / Door Edou. Callion. 1832-1835.” Gent, 1835. Boekentoren, BIB.G.014248  v.01. UB Gent. https://lib.ugent.be/nl/catalog/rug01:000765646?i=67&q=kroniek&type=manuscript.
1835_Leuv_Lame;DBNL;No;No;No;;Leuven;Lameere, Jacques Benoit;Aenteekeningen van merkweerdige geschiedenissen voorgevallen binnen Loven (en omliggende), 1784-1835;Lameere, J.B. Aenteekeningen van merkweerdige geschiedenissen voorgevallen binnen Loven (en omliggende), 1784-1835. Edited by M Bols, G. Huybens, M. Peeters, and G. Robberechts. Jubileumuitgave 1961-1986 Geschied-en Oudheidkundige kring voor Leuven en omgeving. Leuven: [s.n.], 1986.
1838_Hoor_Anon_01;Volunteers;Yes;Yes;Part;;Hoorn;Anoniem;Vervolg op de kroniek van Hoorn van D. Velius, eerste deel tot 1794;Anoniem, and H. S. “Vervolg Op de Kroniek van Hoorn van D. Velius, Eerste Deel Tot 1794.” Translated by D.C.A. Abbing. Hoorn, 1794. 176 Losse Aanwinsten (verkregen tot 1984) 1544. Noord Hollands Archief Haarlem. http://noord-hollandsarchief.nl/bronnen/archieven?mivast=236&mizig=210&miadt=236&miaet=1&micode=176&minr=742237&miview=inv2.
1838_Hoor_Anon_02;Volunteers;No;No;No;;Hoorn;Anoniem;Vervolg op de kroniek van Hoorn van D. Velius, tweede deel 1795-1806 en 1800-1838;Anoniem. “Vervolg Op de Kroniek van Hoorn van D. Velius, Tweede Deel 1795-1806 En 1800-1838.” Translated by D.C.A. Abbing. Hoorn, 1794. 176 Losse Aanwinsten (verkregen tot 1984) 1545. Noord Hollands Archief Haarlem. http://noord-hollandsarchief.nl/bronnen/archieven?mivast=236&mizig=210&miadt=236&miaet=1&micode=176&minr=742237&miview=inv2.
1844_Heez_Moor;DBNL;Yes;Yes;Yes;;Heeze;Moorsel, Hendrik Godefridus  van;Kronijk, of Aantekening der merkwaardige voorvallen binnen de gemeente Heeze en eenige omliggende dorpen;Moorsel, Hendrik Godefridus van. Kronijk, of Aantekening der merkwaardige voorvallen binnen de gemeente Heeze en eenige omliggende dorpen en enkelde welken algemene belangstelling verdienen. Edited by Dominicus de Jong. Achel: Achelse Kluis, 1953. https://dbnl.nl/tekst/moor049kron01_01/.
1846_Antw_Coni_01;Volunteers;Yes;Yes;Part;;Antwerpen;Coninck, F.J.  de;Notitieboeck van alle gedenkweerdige geschiedenissen voorgevallen in onze stad Antwerpen en elders, deel 1;Coninck, F.J. de. “Notitieboeck van Alle Gedenkweerdige Geschiedenissen Voorgevallen in Onze Stad Antwerpen En Elders, Deel 1.” 1. Antwerpen, 1846. Pk. 136. Stadsarchief Antwerpen. https://felixarchief.antwerpen.be/archievenoverzicht/175728.
1846_Antw_Coni_02;Volunteers;Yes;Yes;Part;;Antwerpen;Coninck, F.J.  de;Notitieboeck van alle gedenkweerdige geschiedenissen voorgevallen in onze stad Antwerpen en elders, deel 2;Coninck, F.J. de. “Notitieboeck van Alle Gedenkweerdige Geschiedenissen Voorgevallen in Onze Stad Antwerpen En Elders, Deel 2.” 1. Antwerpen, n.d. Pk. 137. Stadsarchief Antwerpen. https://felixarchief.antwerpen.be/archievenoverzicht/175728.
1846_Antw_Coni_03;Volunteers;Yes;Yes;Yes;;Antwerpen;Coninck, F.J.  de;Notitieboeck van alle gedenkweerdige geschiedenissen voorgevallen in onze stad Antwerpen en elders, deel 3;Coninck, F.J. de. “Notitieboeck van Alle Gedenkweerdige Geschiedenissen Voorgevallen in Onze Stad Antwerpen En Elders, Deel 3.” 1. Antwerpen, n.d. Pk. 138. Stadsarchief Antwerpen. https://felixarchief.antwerpen.be/archievenoverzicht/175728.
1846_Antw_Coni_04;Volunteers;Yes;Yes;No;;Antwerpen;Coninck, F.J.  de;Notitieboeck van alle gedenkweerdige geschiedenissen voorgevallen in onze stad Antwerpen en elders, deel 4;Coninck, F.J. de. “Notitieboeck van Alle Gedenkweerdige Geschiedenissen Voorgevallen in Onze Stad Antwerpen En Elders, Deel 4.” 1. Antwerpen, 1846. Pk. 139. Stadsarchief Antwerpen. https://felixarchief.antwerpen.be/archievenoverzicht/175728.
1851_Zier_Bloo;Volunteers;Yes;Yes;Yes;;Zierikzee;Moens, Adriaan  van Bloois;Aantekeningen betreffende de geschiedenis van Zierikzee, met een kroniek van gebeurtenissen over 1830-1841;Moens van Bloois, A. “Aantekeningen Betreffende de Geschiedenis van Zierikzee, Met Een Kroniek van Gebeurtenissen over 1830-1841 (Door Mr. A. Moens van Bloois), Met Index Op de Trefwoorden.” Zierikzee, 1848. 489 Handschriftenverzameling, toegang 0489, bestandsnummer 298. Gemeentearchief Schouwen-Duiveland. https://schouwenduivelandpubliek.hosting.deventit.net/detail.php?nav_id=4-1&id=113233711&index=36.
1853_Drac_Meer;Volunteers;Yes;Yes;Part;;Drachten;Meer, Dirk Harts van der en Hielkje Kamminga ;"orte Chronijck Van Drachten ; Aantekeningen Over De Harde winters Van 1740 En 1763. Voortzettingder Kroniek Tot 1853.";"Meer, D.J. van der, and Hielkje Kamminga. “Meer, D.H. Van Der, and Hielkje Kamminga. De Blauwe Steen Op De Hooge Dijk Bij Oudega, Romance 1839: Korte Chronijck Van Drachten (op P. 203 E.v. Over Oproer in 1842) ; Aaantekeningen Over De Hardewinters Van 1740 En 1763 ; Aanvullingen Op Vorige Stukken ; D.h. Van Der Meer. Voortzettingder Kroniek Tot 1853. 1839.” 1. 65, 1853. In Hs 1090. Tresoar Leeuwarden."
1854_Tilb_Beer_01;Volunteers;Yes;Yes;No;;Tilburg;Beer, Jan Baptist  de;Kroniekje van Tilburg over 1774-1854;Beer, Jan Baptist de. ‘Kroniekje van Tilburg over 1774-1854’. Tilburg, 1854. Regionaal Archief Tilburg. https://www.regionaalarchieftilburg.nl/zoek-in-archieven/?/file/11ba8550bfa9451c9ea3ccfdbe756f51.
1855_Kort_Fill_01;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 1;Filleul, Jan Baptiste. “Tydscronyck, Deel 1.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Kort_Fill_02;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 2;Filleul, Jan Baptiste. “Tydscronyck, Deel 2.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Kort_Fill_03;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 3;Filleul, Jan Baptiste. “Tydscronyck, Deel 3.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Kort_Fill_04;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 4;Filleul, Jan Baptiste. “Tydscronyck, Deel 4.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Kort_Fill_05;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 5;Filleul, Jan Baptiste. “Tydscronyck, Deel 5.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Kort_Fill_06;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 6;Filleul, Jan Baptiste. “Tydscronyck, Deel 6.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Kort_Fill_07;Volunteers;No;No;No;;Kortrijk;Filleul, Jan Baptiste;Tydscronyck, deel 7;Filleul, Jan Baptiste. “Tydscronyck, Deel 7.” Kortrijk, 1855. Stadsfonds, 935 inv.nr. 31. Rijksarchief te Kortrijk.
1855_Popp_Jong;DBNL;Yes;Yes;Part;;Poppenhuizen;Jong, Lieuwe Jans de;De dagboeken (1825-1855) van Lieuwe Jans de Jong, boer te Poppenhuizen onder Oldeboorn;Jong, Lieuwe Jans de. De Dagboeken (1825-1855) van Lieuwe Jans de Jong, Boer Te Poppenhuizen Onder Oldeboorn. Edited by L. J. de Jong. s.n., 1998.
1856_Wird_Hell;DBNL;Yes;Yes;Part;;Wirdum;Hellema, Doeke Wijgers;De dagboeken van Doeke Wijgers Hellema, 1766-1856;Hellema, Doeke Wijgers. ‘De dagboeken van Doeke Wijgers Hellema, 1766-1856’. Onder redactie van H. Algra, 1856 1821. Pdf en wordbestand op website archief. Tresoar Leeuwarden. https://historischcentrumleeuwarden.nl/onderzoek/archieven/scans-nedergerecht-leeuwarden?view=article&id=416:de-dagboeken-van-doeke-wijgers-hellema-1766-1856&catid=32.
1858_Delf_Stre;DBNL;Yes;No;No;;Delfzijl;Streun, T.R.  van;Kronijk van Delfzijl;Streun, T.R. van. Kronijk van Delfzijl. Groningen: H. Geertsema, 1858. https://dbnl.nl/tekst/stre040kron01_01/.
1859_Nijm_Drui;DBNL;No;No;No;;Nijmegen;Druijnen, Gerrit  van en Jan Willem  van Druijnen;Leven aan de Waal, of Vervolg der Kronijk van Nijmegen 1819-1859;Druijnen, Jan Willem van, and Gerrit van Druijnen. Leven aan de Waal, of Vervolg der Kronijk van Nijmegen 1819-1859. Edited by A Bosch, A.E.M. Janssen, and A.T.S. Wolters-Van der Werff. Nijmegen: Vantilt, 2011.
1863_Izeg_Tang;DBNL;Yes;Yes;Part;;Izegem;Tanghe, Guillaume-François;Parochieboek van Iseghem, gevolgd door de levensbeschrijving des H. Hilonius;Tanghe, Guillaume-François. Parochieboek van Iseghem, gevolgd door de levensbeschrijving des H. Hilonius. Brugge: De Schrijver, 1863. https://dbnl.nl/tekst/tang009paro01_01/.
1876_Nieu_Rybe;DBNL;No;No;No;;Nieuwpoort;Rybens, Joannes Baptista;Beschryving der stad ende haven van Nieuport om het Graefschap Vlaenderen,[…]  +/- 1770-1876;Rybens, Joannes Baptista, Thomas De Roo Sr., and Thomas De Roo Jr. Beschryving Der Stad Ende Haven van Nieuport Om Het Graefschap Vlaenderen, Benevens Alle Merkweerdigheden Er in Begrepen, Voorgevallen Zoo Binnen Deze Stad Als in de Omliggende Plaetsen Ende Landen +/- 1770-1876. Edited by Heemkring Bachten de Kupe V.Z.W. Vol. 9. 2 vols. Dokumenten 10. Nieuwpoort, 1966.
1899_Grou_Haag;Volunteers;Yes;Yes;No;;Grouw;Haagsma, T.F.;Kroniek van T.F. Haagsma 1840-1899;Haagsma, T.F. ‘Kroniek van T.F. Haagsma 1840-1899’. 1. Grouw, 1899. Toegangsnummer 3079. HC Leeuwarden. https://historischcentrumleeuwarden.nl/onderzoek/archievenoverzicht?mivast=76&mizig=210&miadt=76&miaet=1&micode=3079&minr=1529174&miview=inv2.
